BLOOM,CRF
revisão dos veículos em garantia,prestação de serviços de revisão dos veículos em garantia
Retroescavadeira,
Prestação de serviços de construção de muro lateral do cemitério Parque da Saudade no município de Pirapora,construção de muro lateral do cemitério Parque da Saudade
pavimentação asfáltica para melhoramento de vias públicas do município de Lambari-MG,pavimentação asfáltica
furos de sondagem a percussão,Rodeiro e Consengeo Consultores de Engenharia e Geotecnia Ltda Objeto Contratação de serviços de furos de sondagem a percussão no Município de Rodeiro na ponte do rio Xopotó e no vale do Ypê
EQUIPAMENTOS E MATERIAL PERMANENTE,
Prestação de serviços especializados para realização de cursos profissionalizantes,
Aquisição de blocos e manilhas de concreto e tijolos cerâmicos,blocos e manilhas de concreto e tijolos cerâmicos
TELEFONIA MÓVEL,
Telefonia Móvel,
Sistema de Registro de Preços destinado à contratação de pessoa jurídica para o fornecimento de gêneros alimentícios,gêneros alimentícios
material para manutenção dos serviços administrativos e gestão da SEMUSA/ reforma da Central de Vacina e Esterelização e manutenção das atividades primárias no bairro Danilo Passos,material para manutenção dos serviços administrativos e gestão da SEMUSA/ reforma da Central de Vacina
PATROL,prestação de serviços de PATROL com motorista e locação de PLACA VIBRATÓRIA tipo PV-100
PLACA VIBRATÓRIA tipo PV-100 por diária,prestação de serviços de PATROL com motorista e locação de PLACA VIBRATÓRIA tipo PV-100
Consultas de Pneumologia,Consultas de Pneumologia em Uberlândia
Serviços de hospedagem no Município de João Monlevade,hospedagem no Município de João Monlevade
obra de pavimentação asfáltica em vias públicas,pavimentação asfáltica em vias públicas
prestadores de serviço de transporte de passageiros por táxi,transporte de passageiros por táxi
locação de som de pequeno porte durante os eventos de formatura de alunos da rede publica municipal de ensino,locação de som de pequeno porte
ESTOFAMENTO DE SOFÁ 02 LUGARES ESTOFAMENTO CADEIRA DO PAPAI ESTOFAMENTO BANQUINHO ESTOFAMENTO COLCHÕES COMUM ESTOFAMENTO DE CAPA TRAVESSEIRO,ESTOFAMENTO DE SOFÁ 02 LUGARES
bobinas,
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA LOCAÇÃO DE SOFTWARE INTEGRADO DE GESTÃO PÚBLICA PARA ATENDER O MUNICÍPIO DE CÔNEGO MARINHO – MG,LOCAÇÃO DE SOFTWARE INTEGRADO DE GESTÃO PÚBLICA
Coletor de Lixo com suporte,Coletor de Lixo com suporte para atender as necessidades deste município
serviços ortopédicos,
fornecimento de container,
prestação de serviços em assessoria e consultoria contábil e administrativa,assessoria e consultoria contábil e administrativa
Transporte Coletivo Urbano de Passageiros,Transporte Coletivo Urbano de Passageiros no Município de Formiga
leite pasteurizado integral tipo C,
mão de obra especializada,prestação de serviço de mão de obra especializada
EXTENSÃO DE REDE DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,PRESTAÇÃO DE SERVIÇO DE EXTENSÃO DE REDE DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA INCLUINDO MAQUINÁRIO
AQUISIÇÃO DE PERSIANA VERTICAL EM PVC BRANCO- INSTALADA EM ATENDIMENTO A SECRETARIA MUNICIPAL DE SAÚDE,PERSIANA VERTICAL EM PVC BRANCO- INSTALADA
SONORIZAÇÃO E ILUMINAÇÃO DE GRANDE PORTE PARA A XXIX FESTA DO PEÃO DE BOIADEIRO DE TARUMIRIM,SONORIZAÇÃO E ILUMINAÇÃO DE GRANDE PORTE
Óleos Lubrificantes e Graxas,Aquisição de Óleos Lubrificantes e Graxas
CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE PAVIMENTAÇÃO ASFÁLTICA,PAVIMENTAÇÃO ASFÁLTICA
Aquisição de Marmitex,
cadeiras giratórias,cadeiras giratórias destinadas à Sede Administrativa do SAAE
Enfeites Natalinos,Locação de Enfeites Natalinos
Aquisição de equipamento p/ toboágua e material para manutenção e filtragem de água das Piscinas do Centro de Convivência Três Marias Tênis Clube,equipamento p/ toboágua e material para manutenção e filtragem de água das Piscinas do Centro de Convivência Três Marias Tênis Clube
aplicação de prova prática,aplicação de prova prática para os candidatos classificados na prova objetiva para o cargo de Operador de Máquinas pesadas
CONTRATAÇÃO DE EMPRESA PRESTADORA DE SERVIÇOS DE SEGURO DE VEICULOS,SEGURO DE VEICULOS
capote cirúrgico descartável,500 unidades de capote cirúrgico descartável para implantação e manutenção do Programa Estratégia em Saúde da Família da Semusa
tubos de concretos,Aquisição de tubos de concretos
construção de uma unidade educacional infantil Proinfância de acordo com as especificações dos projetos aprovados pelo FNDE – Termo de Compromisso PAC2- 06137/2013,
ÔNIBUS EXECUTIVO,
publicação de propaganda e divulgação das atividades institucionais do executivo municipal,
Material Elétrico em Geral,Material Elétrico em Geral durante o exercício de 2016
EXAMES COMPLEMENTARES DE CINTILOGRAFIA E RESSONÂNCIA MAGNÉTICA,Prestação de serviço de EXAMES COMPLEMENTARES DE CINTILOGRAFIA E RESSONÂNCIA MAGNÉTICA
fonte luminosa ornamental,
um compactador de solo em atendimento as demandas da Secretaria Municipal de Obras,compactador de solo em atendimento as demandas da Secretaria Municipal de Obras
acréscimo do quantitativo do combustível Óleo Diesel S-10 para atender o veículo QOV-4586 que fará a coleta do lixo urbano do Município,combustível Óleo Diesel S-10
Celebração de Contrato de Programa com o Consórcio Intermunicipal de Saúde da Região do Calcário,
aquisição de cordão de LED para decoração natalina,cordão de LED para decoração natalina
gêneros alimentícios e bebidas em geral,Contratação de empresa para fornecimento de gêneros alimentícios e bebidas em geral
CONTRATAÇÃO DE EMPRESA P/ PESQUISA DE OPINIÃO E TRATAMENTO DE DADOS,
Carrinho Aspirador e Aspirador Truck 200,
transporte de passageiros mediante taxi,
SHOWS ARTISTICOS PARA PROVIMENTO DA ANIMAÇÃO DA TRADICIONAL FESTA DE SÃO NORBERTO NO DISTRITO DE LELIVÉLDIA MUNICIPIO DE BERILO-MG À,SHOWS ARTISTICOS
MANUTENÇÃO DE POÇOS ARTESIANOS,MANUTENÇÃO DE POÇOS ARTESIANOS DO MUNICÍPIO
UM ÔNIBUS RURAL ESCOLAR,ADESÃO CARONA AO FNDE PARA AQUISIÇÃO DE UM ÔNIBUS RURAL ESCOLAR
MESA DE EXAMES- QUANTIDADE,
MESA DE EXAMES- QUANTIDADE,
LOCAÇÃO DE TENDAS E GRADIL PARA A REALIZAÇÃO DO EVENTO “ ARRAIÁ ” DA CRECHE MUNICIPAL,LOCAÇÃO DE TENDAS E GRADIL
camisetas para uso em atividades das Secretarias Municipais de Saúde e Assistência Social,camisetas
Reforma e Requalificação do espaço público Caramanchão e quadra de futsal no distrito Brumal,Reforma e Requalificação do espaço público Caramanchão e quadra de futsal no distrito Brumal e construção de banheiros
Reforma e Requalificação do espaço público Caramanchão e quadra de futsal no distrito Brumal,Reforma e Requalificação do espaço público Caramanchão e quadra de futsal no distrito Brumal Construção de banheiros
Edificarjp Engenharia e Construtora Ltda-Me- CNPJ da Contratada,
Um veículo Toyota Etios Hatch x 1.3 16V,
CONTRATAÇÃO DE EMPRESA PARA CONFECÇÃO DE PRÓTESES ODONTOLÓGICAS,
REGISTRO DE PREÇOS PARA AQUISIÇÃO DE EQUIPAMENTOS PARA INSTALAÇÃO DE ACADEMIA AO AR LIVRE,EQUIPAMENTOS PARA INSTALAÇÃO DE ACADEMIA AO AR LIVRE
prestação de serviços de manutenção de impressoras,Contratação de empresa especializada para a prestação de serviços de manutenção de impressoras
shows artísticos e de música e sonorização,shows artísticos e de música e sonorização por intermédio da Secretaria Municipal de Educação e Cultura e Secretaria Municipal de Ação Social
prestação de Serviços de Remoção e Internação do paciente Edson Alves de Oliveira,Remoção e Internação do paciente Edson Alves de Oliveira
RECARGA DE BOTIJÃO DE GÁS,
armário de aço com chave,
INTERNET FIBRA ÓPTICA DEDICADO,CONTRATAÇÃO DE EMPRESA PRESTADORA DE SERVIÇO DE INTERNET FIBRA ÓPTICA DEDICADO
materiais descartáveis e produtos de guloseimas,
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SONORIZAÇÃO E ILUMINAÇÃO PARA O CARNAVAL /2018,SONORIZAÇÃO E ILUMINAÇÃO
pneus,conserto de pneus da frota de veículos automotores da prefeitura de Itanhandu
"Sonda para Gastrostomia Mickey tipo Botom 16fr / 2,5 cm e seis unidades de equipo Extensor Mickey Fino",duas unidades de Sonda para Gastrostomia Mickey tipo Botom
materiais hidrossanitários,
RINGER LACTADO,
HORAS MÁQUINAS TIPO ESCAVADEIRA,
impressão e montagem de revista institucional,Contratação de empresa para impressão e montagem de revista institucional conforme memorial descritivo
LOCAÇÃO DE CONCENTRADOR DE OXIGÊNIO,CONCENTRADOR DE OXIGÊNIO
VEICULO CAMINHAO,
CONTRATO Nº 00103/2014- CONTRATANTE,
RATIFICAÇÃO DE INEXIGIBILIDADE DE LICITAÇÃO,
CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS EM CONSULTORIA E ASSESSORIA CONTÁBIL NO INSTITUTO DE PREVIDÊNCIA SOCIAL DO MUNICÍPIO DE CORAÇÃO DE,CONSULTORIA E ASSESSORIA CONTÁBIL NO INSTITUTO DE PREVIDÊNCIA SOCIAL DO MUNICÍPIO DE CORAÇÃO
Leiloeiro,
Instalação de Divisórias,
peças para montagem e desmontagem de andaimes,aquisição de peças para montagem e desmontagem de andaimes
Fornecimento de refeição – Comunidade de Forquilha,
televisores e computador para premiação do IPTU premiado/2014 do município de Campos Altos- MG,televisores e computador
CONTRATACAO DE EMPRESA ESPECIALIZADA PARA A PRESTACAO DE SERVICOS DE EXAMES LABORATORIAIS PARA MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE SAUDE DO,CONTRATACAO DE EMPRESA ESPECIALIZADA PARA A PRESTACAO DE SERVICOS DE EXAMES LABORATORIAIS PARA MANUTENCAO DAS ATIVIDADES DA SECRETARIA DE SAUDE DO MUNICIPIO
serviço especializado em Ultrassonografia,cContratação de empresas para prestação de serviço especializado em Ultrassonografia para o Serviços de Ultrassonografia eletivo no Hospital Municipal São José
AQUISIÇÃO DE RETROESCAVADEIRA 0KM,RETROESCAVADEIRA 0KM
equipamentos de informática para atender as necessidades da Câmara Municipal do Prata-MG,Aquisição de equipamentos de informática
ambulância tipo “ D ” – Suporte Avançado- UTI Móvel,
caminhões carroceria,caminhões carroceria para atender as necessidades da Secretaria de Infra-Estrutura Urbana
GENEROS ALIMENTICIOS PARA O PREPARO DE MERENDA ESCOLAR PARA SUPRIR AS NECESSIDADES DO DEPARTAMENTO MUNICIPAL DE EDUCAÇAO,GENEROS ALIMENTICIOS PARA O PREPARO DE MERENDA ESCOLAR
materiais para limpeza e conservação das piscinas da Praça de Esportes,materiais para limpeza e conservação das piscinas da Praça de Esportes por um período de 12 meses
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A REALIZAÇÃO DE SERVIÇOS DE PAISAGISMO E PINTURA DO ESTADIO MUNICIPAL ANTONIO DE CASTRO BRANDÃO,PAISAGISMO E PINTURA DO ESTADIO MUNICIPAL ANTONIO DE CASTRO BRANDÃO
ovos frescos de galinha,
AVISO DE LICITAÇÃO,
AQUISIÇÃO DE COMBUSTÍVEL ÓLEO S10 PARA ENTREGA PARCELADA,AQUISIÇÃO DE COMBUSTÍVEL ÓLEO S10
calçamento em bloco sextavado de diversas ruas do Bairro Sagrada Família no Município de Pirapora-MG,Prestação de serviços de calçamento em bloco sextavado
CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE SERVIÇOS DE MANUTENÇÃO CORRETIVA E PREVENTIVA DO SISTEMA DE ILUMINAÇÃO PÚBLICA DO MUNICÍPIO DE SENADOR,MANUTENÇÃO CORRETIVA E PREVENTIVA DO SISTEMA DE ILUMINAÇÃO PÚBLICA
garrafas plásticas tipo squeeze e agendas para atender as necessidades da rede municipal de educação,garrafas plásticas tipo squeeze e agendas
implante de balão intragástrico,procedimento médico de implante de balão intragástrico com material e acompanhamento médico
contratação de empresa para fornecimento de Remédios e Medicamentos Manipulados,Remédios e Medicamentos Manipulados
Aquisição de filmes radiográficos,filmes radiográficos
revitalização e restauração do telhado do edifício da antiga Escola Estadual Cônego José Eugênio de Faria,
GASOLINA COMUM,
Serviço de Manutenção,
Manutenção,
manutenção,manutenção em equipamento de raio x utilizado na UPA – Unidade de Pronto Atendimento
Vanusa Peixoto Sicupira,
coleta e destinação de lixo hospitalar ouresíduo hospitalar das Unidades Públicas de Saúde durante o ano de 2017,exclusiva de microempresa para prestação de coleta e destinação de lixo hospitalar ouresíduo hospitalar das Unidades Públicas de Saúde durante o ano de 2017
gêneros alimentícios e materiais de copa e cozinha em atendimento às necessidades da Secretaria M. de Educação,gêneros alimentícios e materiais de copa e cozinha
caminhonete cabine dupla,locação de caminhonete cabine dupla e veículo passeio hatch
veículo passeio hatch,locação de caminhonete cabine dupla e veículo passeio hatch
CREDENCIAMENTO PARA PRESTAÇÃO DE SERVIÇOS DE ULTRASSONOGRAFIA PARA ATENDER AS NECESSIDADES DOS USUÁRIOS DO SUS DESTE MUNICÍPIO,CREDENCIAMENTO PARA PRESTAÇÃO DE SERVIÇOS DE ULTRASSONOGRAFIA
REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA E FORNECIMENTO DE,MANUTENÇÃO PREVENTIVA E CORRETIVA E FORNECIMENTO DE PEÇAS E ACESSÓRIOS GENUÍNOS E / OU ORIGINAIS DE FÁBRICA PARA FROTA DA PREFEITURA M. DE LAMBARI
dedetização e desratização nas áreas internas e externas das 23 Unidades de Saúde,prestação de serviços de dedetização e desratização nas áreas internas e externas das 23 Unidades de Saúde
Construção De Fonte Luminosa Junto À Praça José Moisés Miziara Sobrinho,
CONTRATAÇÃO DE SHOW,SHOW
Clinico Geral,
Execução indireta de serviços de engenharia objetivando-se a reforma e ampliação do VELÓRIO MUNICIPAL,
Óleo S10 para atender as necessidades da frota de veículos municipal,combustível Óleo S10
tubos PVC de esgoto,Aquisição de tubos PVC de esgoto
Aquisição de oxigênio medicinal e locação de 06 concentradores de oxigênio para uso domiciliar para o exercício de 2014,oxigênio medicinal e locação de 06 concentradores de oxigênio
MÁQUINAS E REFRIGERAÇÃO PINGUIM LTDA EPP,
continuação do calçadão da praia municipal,execução em obra da continuação do calçadão da praia municipal
Contratação de mão de obra especializada para realização de projeto de engenharia para implantação do sistema de esgoto no Distrito de São Bartolomeu e fossas sépticas na Zona Rural,mão de obra especializada para realização de projeto de engenharia para implantação do sistema de esgoto no Distrito de São Bartolomeu e fossas sépticas na Zona Rural
impedimento de licitar e contratar com o Município de Formiga,
material de consumo para manutenção dos consultórios odontológicos,aquisição de material de consumo para manutenção dos consultórios odontológicos
CREDENCIAMENTO de prestadores de serviço de transporte de passageiros por táxi,transporte de passageiros por táxi
ANGIOCLIN SERVICOS MEDICOS LTDA,
prestação de serviços de auditoria tributária,auditoria tributária
COLA AM,
RETROESCAVADEIRA,TRATOR DE ESTEIRA E RETROESCAVADEIRA
Registro de preços com vistas à eventual prestação de serviços de fornecimento de alimentação e hospedagem na zona rural e sede do município,fornecimento de alimentação e hospedagem na zona rural e sede do município
Execução de obra de drenagem na estrada de acesso ao Ponto Turístico “ Pedra Chata ”,
AQUISIÇÃO DE MATERIAIS PARA REFORMA DA FONTE LUMINOSA DA PRAÇA CONSELHEIRO JOÃO LISBOA,MATERIAIS PARA REFORMA DA FONTE LUMINOSA DA PRAÇA CONSELHEIRO JOÃO LISBOA
serviços de transporte de pacientes do município que realizam tratamento hemodiálise na cidade de Patos de Minas,transporte de pacientes do município que realizam tratamento hemodiálise na cidade de Patos de Minas
CESTAS DE NATAL,
cestas de natal,cestas de natal -2016
Valor acrescido por litro de gasolina,
ônibus rural escolar – ORE 2 com DPM,ônibus rural escolar – ORE 2 com DPM – Termo de Compromisso PAR nº 23400.000029/ 2019-01 – FNDE
registro de preços para futura e eventual aquisição de papel A4 alcalino para a manutenção das atividades de vários setores da prefeitura,papel A4 alcalino
